# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts.txt" "-T" "8" "bam/SRR20281608.sorted.bam" "bam/SRR20281609.sorted.bam" "bam/SRR20281610.sorted.bam" "bam/SRR20281611.sorted.bam" "bam/SRR20280855.sorted.bam" "bam/SRR20280860.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281608.sorted.bam	bam/SRR20281609.sorted.bam	bam/SRR20281610.sorted.bam	bam/SRR20281611.sorted.bam	bam/SRR20280855.sorted.bam	bam/SRR20280860.sorted.bam
MA_RS22145	NC_003552.1	5165662	5166594	-	933	69106	79723	83639	98794	32508	60520
MA_RS22150	NC_003552.1	5166591	5167445	-	855	42319	54340	43877	42897	22481	37866
MA_RS22155	NC_003552.1	5167491	5167865	-	375	27128	27170	22209	19370	10442	16832
MA_RS22160	NC_003552.1	5167961	5168332	-	372	16255	16646	9076	8542	8785	10980
MA_RS22165	NC_003552.1	5168548	5168886	+	339	6148	3954	2017	2281	1301	1413
MA_RS22170	NC_003552.1	5168938	5169780	+	843	22667	21316	15447	14785	11418	12347
MA_RS22175	NC_003552.1	5170319	5171890	+	1572	18064	19005	12283	14723	11467	15458
MA_RS22180	NC_003552.1	5172034	5172792	+	759	11279	10484	9932	9260	6684	9258
MA_RS22185	NC_003552.1	5172925	5173704	-	780	4676	3628	3422	2815	2216	2813
MA_RS22190	NC_003552.1	5174024	5174971	+	948	6280	7299	6371	8404	5426	7333
MA_RS22195	NC_003552.1	5174955	5175785	+	831	2235	2295	1899	1776	1010	1837
MA_RS22200	NC_003552.1	5175782	5176765	+	984	3299	2960	2794	2358	1500	2236
MA_RS22205	NC_003552.1	5176758	5177699	+	942	1447	1766	1438	1382	887	1320
MA_RS22210	NC_003552.1	5177955	5178440	+	486	24076	19572	17843	13835	14683	18054
MA_RS22215	NC_003552.1	5178588	5179238	+	651	13695	13356	12191	11010	10538	13082
MA_RS22220	NC_003552.1	5179342	5179770	-	429	3063	2533	2132	1567	1230	1727
MA_RS22225	NC_003552.1	5179835	5180281	-	447	4172	3508	3233	2213	1524	2208
MA_RS22230	NC_003552.1	5180615	5181337	-	723	6007	4706	4595	3909	3382	4542
MA_RS22235	NC_003552.1	5181327	5182127	-	801	6017	3352	2762	2329	2292	3322
MA_RS22240	NC_003552.1	5182096	5182452	-	357	1528	1233	1120	1128	1075	1640
MA_RS22245	NC_003552.1	5182525	5183037	-	513	1054	956	895	980	1091	1676
MA_RS22250	NC_003552.1	5183061	5183789	-	729	7253	5130	5184	3884	3408	4737
MA_RS22255	NC_003552.1	5183807	5184415	-	609	2811	2339	2044	1410	1733	2200
MA_RS22260	NC_003552.1	5184506	5185060	-	555	1808	1386	1179	923	1026	1087
MA_RS22265	NC_003552.1	5185846	5187177	+	1332	18436	14069	10824	7404	10138	11592
MA_RS22270	NC_003552.1	5187268	5188296	-	1029	25694	22752	21727	18472	9223	15922
MA_RS22275	NC_003552.1	5188650	5189492	+	843	2380	2431	1536	1406	2507	2572
MA_RS22280	NC_003552.1	5189799	5190284	-	486	9205	8008	7148	6893	7595	8629
MA_RS22285	NC_003552.1	5190315	5191640	+	1326	164229	141772	106467	96402	315080	232024
MA_RS22290	NC_003552.1	5191775	5192365	+	591	2381	1565	1090	798	1538	1400
MA_RS22295	NC_003552.1	5192362	5192592	+	231	108	239	44	50	66	63
MA_RS22300	NC_003552.1	5192880	5194004	+	1125	79227	68768	67876	60253	51190	67512
MA_RS22305	NC_003552.1	5194431	5194646	+	216	22563	17960	15678	12353	10667	12882
MA_RS22310	NC_003552.1	5194643	5195101	+	459	51472	43559	36735	29701	28542	30180
MA_RS22315	NC_003552.1	5195216	5195701	+	486	38851	34378	32983	29349	21656	32506
MA_RS22320	NC_003552.1	5195933	5196574	+	642	60807	56119	45610	46706	40106	49947
MA_RS22325	NC_003552.1	5196575	5197618	+	1044	70916	69855	50581	53778	51533	60521
MA_RS22330	NC_003552.1	5197662	5197976	+	315	15092	8244	4710	15972	12814	19618
MA_RS22335	NC_003552.1	5198467	5199267	-	801	3235	2859	2592	2057	3659	4296
MA_RS29870	NC_003552.1	5200311	5200466	+	156	8066	6733	4751	3421	6305	4843
MA_RS22340	NC_003552.1	5200517	5201509	+	993	5633	4680	3927	3193	3021	2748
MA_RS26105	NC_003552.1	5201813	5202082	-	270	1450	1613	1212	958	2136	2065
MA_RS22345	NC_003552.1	5202101	5202388	-	288	952	922	598	481	1648	1420
MA_RS28110	NC_003552.1	5202388	5202543	-	156	926	625	486	274	284	275
MA_RS22350	NC_003552.1	5203040	5203213	-	174	28	29	8	11	49	27
MA_RS27695	NC_003552.1	5203506	5203649	-	144	18	10	16	6	18	12
MA_RS29585	NC_003552.1	5203679	5204062	-	384	184	156	83	96	106	76
MA_RS22360	NC_003552.1	5204663	5204854	+	192	223	195	254	157	848	663
MA_RS27700	NC_003552.1	5205054	5205176	-	123	35	78	17	11	40	20
MA_RS22365	NC_003552.1	5208153	5212328	+	4176	8086	6532	5844	4714	5571	6185
MA_RS22370	NC_003552.1	5213634	5218865	+	5232	11857	10339	13384	11023	5290	7930
MA_RS29590	NC_003552.1	5219872	5226369	+	6498	10206	9026	9208	6586	6074	8048
MA_RS22385	NC_003552.1	5227553	5232757	+	5205	5344	4537	4858	3775	3007	3318
MA_RS22390	NC_003552.1	5233948	5235249	+	1302	3542	2896	3410	2654	2507	3203
MA_RS22395	NC_003552.1	5235309	5241005	+	5697	25083	19233	19470	15400	19667	23722
MA_RS27730	NC_003552.1	5242069	5242233	-	165	212	238	220	129	228	221
MA_RS22400	NC_003552.1	5242439	5248462	+	6024	11238	9512	11087	9502	4751	7450
MA_RS22415	NC_003552.1	5249161	5250288	-	1128	787	773	719	602	674	660
MA_RS22420	NC_003552.1	5250432	5251925	-	1494	1487	1098	973	876	843	831
MA_RS22425	NC_003552.1	5252544	5258900	-	6357	4422	3773	3378	2862	3009	3440
MA_RS26120	NC_003552.1	5262623	5268076	+	5454	10465	10223	9435	7569	11166	12663
MA_RS22440	NC_003552.1	5268189	5269091	+	903	1090	1039	1009	690	932	1131
MA_RS22445	NC_003552.1	5269127	5272654	+	3528	30410	29474	23131	17651	23743	36238
MA_RS22455	NC_003552.1	5273285	5277154	+	3870	3749	3468	3571	2951	2441	3062
MA_RS22465	NC_003552.1	5277805	5279088	-	1284	11174	9782	12268	10291	5769	7572
MA_RS22470	NC_003552.1	5279626	5280378	+	753	3669	3445	2928	3234	10457	8388
MA_RS22480	NC_003552.1	5282175	5288021	+	5847	16555	12801	9852	7771	7480	9694
MA_RS22485	NC_003552.1	5289131	5292370	+	3240	25212	22173	17373	13843	18217	22313
MA_RS22500	NC_003552.1	5293762	5297550	+	3789	5987	5149	4447	3525	4038	4721
MA_RS22510	NC_003552.1	5298435	5300219	+	1785	2566	2151	1919	1444	1742	2108
MA_RS22520	NC_003552.1	5300960	5307049	+	6090	17571	14383	12576	10016	9905	11873
MA_RS22530	NC_003552.1	5308010	5309686	+	1677	1630	1322	1262	1075	886	996
MA_RS24845	NC_003552.1	5309826	5314724	+	4899	17131	13662	12529	10274	13707	14767
MA_RS22545	NC_003552.1	5316590	5318104	-	1515	2432	2278	2311	1679	1292	2024
MA_RS22550	NC_003552.1	5318214	5319002	-	789	3700	2973	2798	2399	5444	5135
MA_RS22555	NC_003552.1	5319155	5319898	-	744	1676	1484	1768	1235	794	1164
MA_RS29075	NC_003552.1	5319977	5320156	+	180	211	250	44	40	255	239
MA_RS22565	NC_003552.1	5320320	5321363	-	1044	6234	5341	4730	3378	5229	5495
MA_RS22570	NC_003552.1	5321353	5322153	-	801	6985	5011	3271	2238	5265	4824
MA_RS22575	NC_003552.1	5322426	5322896	-	471	1058	929	1147	1084	795	874
MA_RS26125	NC_003552.1	5323196	5323408	+	213	222	192	124	111	243	151
MA_RS22585	NC_003552.1	5323950	5324468	-	519	567	461	423	304	289	291
MA_RS22590	NC_003552.1	5325191	5326297	+	1107	12083	9465	6315	5140	3128	4018
MA_RS22595	NC_003552.1	5326341	5327447	+	1107	7647	6343	4004	3224	2497	3401
MA_RS22600	NC_003552.1	5327491	5328585	+	1095	7305	6254	3733	3193	3047	3809
MA_RS22605	NC_003552.1	5328637	5329812	+	1176	3114	2536	1687	1673	2024	2194
MA_RS22610	NC_003552.1	5330038	5331324	-	1287	31538	25291	30890	29517	75533	29841
MA_RS22615	NC_003552.1	5331776	5332693	-	918	17365	12174	9934	6993	6307	7408
MA_RS22620	NC_003552.1	5332823	5333374	-	552	24780	20290	19442	17270	12017	13857
MA_RS22625	NC_003552.1	5333569	5334684	-	1116	8792	7627	8817	6704	5429	7653
MA_RS22630	NC_003552.1	5334730	5335815	-	1086	19016	17025	14441	10105	9693	13855
MA_RS22635	NC_003552.1	5335808	5339335	-	3528	69542	55009	46898	34857	35120	43192
MA_RS22640	NC_003552.1	5339390	5340346	-	957	21189	18066	12935	10063	9980	11923
MA_RS22650	NC_003552.1	5341151	5341330	-	180	142277	139182	168552	109995	62875	100705
MA_RS22660	NC_003552.1	5342219	5344198	-	1980	8700	8209	7993	9771	6504	9268
MA_RS22665	NC_003552.1	5344243	5344908	-	666	3994	3826	3165	3907	2985	3032
MA_RS22670	NC_003552.1	5345170	5345625	-	456	4462	4031	4116	3093	2627	3638
MA_RS22675	NC_003552.1	5346020	5346094	-	75	122	94	153	244	164	138
MA_RS22685	NC_003552.1	5346561	5347124	+	564	4178	3571	3642	2574	2824	3093
MA_RS22690	NC_003552.1	5347197	5348021	+	825	6294	5812	6100	5101	7529	8463
MA_RS22695	NC_003552.1	5347997	5348848	+	852	1653	1454	1368	995	1027	1378
MA_RS22700	NC_003552.1	5349005	5349778	+	774	2514	2223	2485	2070	2538	2594
MA_RS22705	NC_003552.1	5350223	5350570	+	348	2657	2260	2194	2615	2889	2162
MA_RS22710	NC_003552.1	5350567	5351934	+	1368	7197	7523	5910	5413	7044	5645
MA_RS22715	NC_003552.1	5352029	5352580	+	552	5566	4242	4029	2775	8537	5927
MA_RS22720	NC_003552.1	5352667	5353314	-	648	1097	1211	1018	823	2912	2060
MA_RS22730	NC_003552.1	5354606	5354680	-	75	61	46	59	59	68	61
MA_RS22735	NC_003552.1	5355028	5355906	+	879	16837	15250	14510	14533	7740	10733
MA_RS22740	NC_003552.1	5356225	5358165	+	1941	6806	5269	4829	4191	3636	4402
MA_RS27745	NC_003552.1	5358450	5358617	+	168	70	68	38	24	37	39
MA_RS22745	NC_003552.1	5359324	5360418	+	1095	11291	9193	8304	8556	4962	4883
MA_RS22750	NC_003552.1	5360712	5362823	-	2112	4102	3264	2483	2128	3120	3653
MA_RS29085	NC_003552.1	5363064	5363714	-	651	180	131	95	86	71	110
MA_RS29090	NC_003552.1	5363711	5364037	-	327	243	138	134	111	58	43
MA_RS29095	NC_003552.1	5363953	5364243	-	291	392	351	284	255	109	137
MA_RS22760	NC_003552.1	5364476	5364667	+	192	492	492	487	312	445	683
MA_RS22765	NC_003552.1	5364709	5366466	-	1758	22190	17146	16889	12644	5914	15522
MA_RS22770	NC_003552.1	5366948	5368060	-	1113	539	437	474	291	547	528
MA_RS22780	NC_003552.1	5370305	5370377	+	73	73	54	84	89	78	63
MA_RS29100	NC_003552.1	5370797	5371207	-	411	881	826	709	591	748	658
MA_RS22790	NC_003552.1	5371270	5371992	-	723	630	496	382	273	325	312
MA_RS22795	NC_003552.1	5371985	5372614	-	630	1049	1117	1125	819	815	1146
MA_RS22800	NC_003552.1	5372836	5373828	-	993	1970	1772	1761	1705	1051	1126
MA_RS22805	NC_003552.1	5373829	5374731	-	903	156	488	103	97	86	116
MA_RS22810	NC_003552.1	5374734	5375951	-	1218	272	325	129	153	192	125
MA_RS22815	NC_003552.1	5376449	5378020	+	1572	2887	2102	1667	1093	2699	2185
MA_RS22820	NC_003552.1	5378384	5380321	+	1938	1346	1509	1000	1321	3071	2077
MA_RS22825	NC_003552.1	5380318	5380962	+	645	370	385	255	337	737	414
MA_RS22830	NC_003552.1	5381639	5382892	-	1254	3788	3746	3745	2623	4208	5362
MA_RS22835	NC_003552.1	5382885	5383796	-	912	11370	9123	7663	5300	7526	7697
MA_RS22840	NC_003552.1	5383911	5384582	+	672	2812	2172	2007	1236	1470	1344
MA_RS22845	NC_003552.1	5385309	5387255	+	1947	5850	5599	4738	3995	3029	4166
MA_RS22850	NC_003552.1	5387252	5388193	+	942	2281	2068	1705	1340	876	1388
MA_RS22855	NC_003552.1	5388190	5388876	+	687	646	607	374	322	332	492
MA_RS22860	NC_003552.1	5388873	5390423	+	1551	2992	2620	2111	1735	1000	1567
MA_RS22865	NC_003552.1	5390436	5392073	+	1638	3122	2865	2233	1688	1483	2208
MA_RS22870	NC_003552.1	5392120	5392632	+	513	653	749	644	514	688	852
MA_RS22875	NC_003552.1	5392805	5393707	+	903	1259	981	819	691	875	971
MA_RS27750	NC_003552.1	5393757	5393924	+	168	259	243	84	45	83	87
MA_RS22880	NC_003552.1	5394084	5394869	+	786	11129	9359	7823	5474	10374	10150
MA_RS22885	NC_003552.1	5395128	5395493	-	366	7968	9464	6545	5118	7698	10130
MA_RS22890	NC_003552.1	5395465	5398551	-	3087	3909	3487	2946	2145	2351	3360
MA_RS22895	NC_003552.1	5399129	5401918	-	2790	41649	33047	28848	19855	38509	41452
MA_RS22900	NC_003552.1	5402478	5403497	+	1020	7709	8551	7441	5603	6918	6443
MA_RS22905	NC_003552.1	5403822	5405441	+	1620	4825	4746	4526	2938	3704	4861
MA_RS22910	NC_003552.1	5406278	5407747	+	1470	2168	1869	2029	1667	1083	1194
MA_RS22915	NC_003552.1	5408423	5409589	+	1167	5052	3911	3722	2965	7195	5520
MA_RS22920	NC_003552.1	5409794	5410492	-	699	1137	1213	934	664	3921	3113
MA_RS22925	NC_003552.1	5411710	5413605	+	1896	2649	2736	3504	2045	3395	2531
MA_RS22930	NC_003552.1	5413906	5414277	+	372	171	150	187	143	257	205
MA_RS22935	NC_003552.1	5414799	5416406	+	1608	3788	2927	2059	1694	2690	2232
MA_RS22945	NC_003552.1	5417074	5418177	+	1104	1459	1150	1064	766	970	879
MA_RS22955	NC_003552.1	5419261	5420037	+	777	5111	8397	25830	5000	92603	55695
MA_RS22960	NC_003552.1	5420052	5421437	+	1386	9253	13662	59913	10754	117478	69825
MA_RS22965	NC_003552.1	5421493	5422074	+	582	2415	3003	8214	1417	22301	15415
MA_RS22970	NC_003552.1	5422491	5423459	+	969	192	255	326	117	2318	894
MA_RS22975	NC_003552.1	5424079	5426094	+	2016	10320	9231	8760	5968	8535	8948
MA_RS22980	NC_003552.1	5426252	5428180	+	1929	40630	34625	28533	21772	30143	30558
MA_RS22985	NC_003552.1	5428320	5429105	+	786	8821	8244	6056	4432	5124	5440
MA_RS22990	NC_003552.1	5429469	5430257	+	789	14725	18421	11601	9102	12566	10508
MA_RS22995	NC_003552.1	5430882	5433299	-	2418	12386	11599	12657	12043	8533	9593
MA_RS23000	NC_003552.1	5433732	5434151	-	420	1721	1414	2718	1896	2652	3206
MA_RS23005	NC_003552.1	5434398	5434469	-	72	28	33	39	55	47	35
MA_RS23010	NC_003552.1	5434643	5435827	+	1185	6558	5525	5270	3956	5631	5343
MA_RS23015	NC_003552.1	5435952	5436626	+	675	3428	3274	2913	2057	3781	4209
MA_RS23020	NC_003552.1	5436633	5437160	+	528	1618	1523	1326	883	2531	3506
MA_RS23025	NC_003552.1	5437758	5438732	+	975	33847	24918	20307	13552	15455	21030
MA_RS23030	NC_003552.1	5438765	5439427	+	663	10210	7158	8369	5465	5412	6628
MA_RS23035	NC_003552.1	5439875	5440618	+	744	7045	5275	3485	2563	4496	4516
MA_RS23040	NC_003552.1	5440600	5441823	+	1224	8238	5490	2878	2411	4890	4378
MA_RS29105	NC_003552.1	5441996	5442148	+	153	1377	1628	1130	875	854	1223
MA_RS27760	NC_003552.1	5442176	5442340	+	165	337	192	120	77	134	165
MA_RS23045	NC_003552.1	5442559	5442918	+	360	16062	9234	7861	4507	20733	8075
MA_RS23050	NC_003552.1	5442924	5443541	+	618	6404	3181	3224	2204	25528	8157
MA_RS23055	NC_003552.1	5443811	5446861	+	3051	15858	12112	13347	7691	19570	10717
MA_RS23060	NC_003552.1	5447513	5448121	-	609	8130	5788	3779	2994	4994	4149
MA_RS23065	NC_003552.1	5449038	5450669	+	1632	34276	25439	24706	27404	11290	12127
MA_RS23070	NC_003552.1	5451040	5451429	-	390	3168	2833	2606	1940	5168	5866
MA_RS23075	NC_003552.1	5451434	5452192	-	759	9405	6970	4730	3788	5387	6369
MA_RS23080	NC_003552.1	5452624	5453211	+	588	3227	2332	2280	2210	1727	1917
MA_RS23085	NC_003552.1	5453482	5453775	-	294	2495	2265	1943	1682	1784	2101
MA_RS29110	NC_003552.1	5453814	5454023	-	210	1295	1192	1046	897	1725	1628
MA_RS23090	NC_003552.1	5454266	5454709	-	444	3586	3237	3372	2897	3025	3353
MA_RS23095	NC_003552.1	5454844	5456316	+	1473	16928	14956	13399	11374	7558	10469
MA_RS23100	NC_003552.1	5456590	5457531	+	942	9033	9656	7227	6937	4070	6101
MA_RS23105	NC_003552.1	5457549	5458706	+	1158	3648	2548	1154	1427	1090	1413
MA_RS23110	NC_003552.1	5458893	5460032	+	1140	5860	6285	4690	4856	4427	5950
MA_RS24850	NC_003552.1	5460162	5460659	-	498	1291	1142	911	585	1002	1358
MA_RS23120	NC_003552.1	5465382	5469998	-	4617	39813	39692	30974	26261	20765	29690
MA_RS23125	NC_003552.1	5470206	5470577	-	372	910	905	737	703	323	652
MA_RS23130	NC_003552.1	5470498	5471319	-	822	3001	3569	1969	2109	1087	1716
MA_RS23135	NC_003552.1	5471316	5471993	-	678	2586	3552	3351	4139	1840	3674
MA_RS23140	NC_003552.1	5472663	5473520	-	858	48737	42320	34568	37413	22607	26365
MA_RS23145	NC_003552.1	5473561	5474256	-	696	30049	24070	16980	15516	12820	14506
MA_RS23150	NC_003552.1	5474669	5475499	+	831	15658	12710	11654	11665	12507	11538
MA_RS27765	NC_003552.1	5475474	5475641	-	168	1199	946	359	168	1055	1075
MA_RS23155	NC_003552.1	5475714	5476154	-	441	10004	8300	8104	6731	13005	12613
MA_RS23160	NC_003552.1	5476219	5476881	-	663	4061	3137	2427	2234	980	1299
MA_RS23165	NC_003552.1	5477043	5477663	+	621	3660	3186	2664	2460	1768	1557
MA_RS23170	NC_003552.1	5477773	5478045	-	273	4924	4059	5446	5118	3048	3697
MA_RS23175	NC_003552.1	5478183	5478920	-	738	2806	2301	2475	1756	1924	2320
MA_RS23180	NC_003552.1	5479033	5479737	+	705	13229	9960	10741	8659	6797	7965
MA_RS23185	NC_003552.1	5479856	5480425	+	570	4990	4740	4800	3513	3412	4757
MA_RS23190	NC_003552.1	5480808	5482556	-	1749	6204	6290	7095	5281	4357	6483
MA_RS23195	NC_003552.1	5483251	5484156	-	906	1529	1208	1042	714	3593	2023
MA_RS23205	NC_003552.1	5486734	5488488	+	1755	17637	23102	13052	15421	3459	9994
MA_RS23210	NC_003552.1	5489742	5491823	+	2082	12946	8796	7067	6125	4336	4543
MA_RS23215	NC_003552.1	5492009	5492371	+	363	859	810	751	772	738	758
MA_RS23220	NC_003552.1	5492647	5494242	-	1596	2698	2272	2197	1769	2644	2792
MA_RS23225	NC_003552.1	5494923	5495126	+	204	364	282	157	187	84	100
MA_RS23230	NC_003552.1	5495669	5496604	+	936	1247	744	537	609	669	621
MA_RS23235	NC_003552.1	5496815	5498752	+	1938	2056	1828	1498	1721	509	687
MA_RS23240	NC_003552.1	5498846	5500306	+	1461	2590	2962	2382	2087	901	1505
MA_RS23245	NC_003552.1	5500491	5500781	-	291	387	322	259	222	100	159
MA_RS23250	NC_003552.1	5500850	5502064	-	1215	891	828	859	683	591	884
MA_RS23255	NC_003552.1	5502109	5503035	-	927	1316	826	711	491	474	570
MA_RS23260	NC_003552.1	5503019	5504074	-	1056	583	454	238	191	356	477
MA_RS23265	NC_003552.1	5504058	5505131	-	1074	953	615	643	379	1073	911
MA_RS23270	NC_003552.1	5505729	5506010	-	282	3782	3406	3736	2879	2733	3025
MA_RS23275	NC_003552.1	5506259	5507542	+	1284	14646	11643	10213	8286	2852	4913
MA_RS23280	NC_003552.1	5507514	5507738	+	225	247	290	127	163	79	184
MA_RS23285	NC_003552.1	5507807	5508694	-	888	5255	4252	4168	3697	1894	2489
MA_RS23290	NC_003552.1	5508886	5509836	+	951	9373	7396	4943	4821	1706	2457
MA_RS23295	NC_003552.1	5510012	5511484	-	1473	4961	3782	3176	2733	784	1088
MA_RS27770	NC_003552.1	5512656	5512808	+	153	135	124	69	54	30	32
MA_RS27775	NC_003552.1	5512950	5513123	+	174	121	93	70	57	14	37
MA_RS23305	NC_003552.1	5513764	5514681	-	918	926	786	692	657	558	482
MA_RS23310	NC_003552.1	5514764	5515660	-	897	2369	1918	1405	1155	1507	1826
MA_RS27780	NC_003552.1	5515811	5516053	+	243	1879	1044	946	584	1073	836
MA_RS23315	NC_003552.1	5516195	5517082	+	888	3280	2777	2951	1978	3721	4677
MA_RS23320	NC_003552.1	5517084	5517959	+	876	1973	1783	1738	1194	1420	1517
MA_RS29115	NC_003552.1	5518244	5518495	+	252	106	84	64	38	56	84
MA_RS29120	NC_003552.1	5518498	5519031	+	534	177	86	70	58	117	91
MA_RS23330	NC_003552.1	5519140	5519904	+	765	901	770	635	525	703	675
MA_RS23335	NC_003552.1	5520335	5520676	+	342	997	855	548	776	1000	1056
MA_RS23340	NC_003552.1	5521340	5521534	+	195	9334	7274	5279	5435	3420	4138
MA_RS23345	NC_003552.1	5521605	5522480	+	876	36258	33037	29076	29113	25604	29559
MA_RS23350	NC_003552.1	5522477	5523268	+	792	14661	18963	11247	13938	20513	22538
MA_RS23355	NC_003552.1	5523713	5524129	-	417	1080	1030	950	335	2548	3039
MA_RS23360	NC_003552.1	5524151	5524672	-	522	745	689	521	269	778	1049
MA_RS23365	NC_003552.1	5524703	5525113	-	411	915	724	561	391	746	926
MA_RS27785	NC_003552.1	5525142	5525315	-	174	91	90	49	25	86	83
MA_RS23370	NC_003552.1	5525346	5526404	-	1059	4088	2557	2258	1555	2435	3414
MA_RS23375	NC_003552.1	5526705	5527112	-	408	347	375	322	179	1072	1469
MA_RS23380	NC_003552.1	5527105	5528610	-	1506	2339	2174	1900	1329	5661	8412
MA_RS23385	NC_003552.1	5528744	5530627	-	1884	2069	1868	1355	934	6720	7917
MA_RS23390	NC_003552.1	5531119	5531544	-	426	117	94	73	59	46	68
MA_RS23395	NC_003552.1	5531741	5532658	+	918	1017	825	807	725	545	582
MA_RS23400	NC_003552.1	5533072	5533428	-	357	2569	1971	1271	912	2198	1411
MA_RS23405	NC_003552.1	5533711	5534166	+	456	6279	5812	5495	3344	5297	5051
MA_RS23410	NC_003552.1	5534201	5534809	+	609	3435	3069	1532	864	3037	2508
MA_RS23415	NC_003552.1	5534806	5535525	+	720	1676	1824	1413	791	2615	2301
MA_RS23420	NC_003552.1	5535531	5536145	+	615	1333	1341	863	581	1357	1678
MA_RS23425	NC_003552.1	5536163	5536747	+	585	1350	1168	838	451	797	951
MA_RS23430	NC_003552.1	5536748	5537377	+	630	1099	920	674	394	600	773
MA_RS23435	NC_003552.1	5537374	5538006	+	633	853	837	666	456	681	940
MA_RS23440	NC_003552.1	5538003	5538614	+	612	508	538	339	229	355	523
MA_RS23445	NC_003552.1	5538615	5539238	+	624	659	741	436	262	847	1233
MA_RS23450	NC_003552.1	5539239	5539865	+	627	751	699	543	305	562	741
MA_RS23455	NC_003552.1	5539866	5540600	+	735	1525	1421	1345	883	1072	1248
MA_RS23460	NC_003552.1	5540602	5541339	+	738	1224	1210	953	644	816	949
MA_RS23465	NC_003552.1	5541496	5542242	+	747	996	1071	921	695	677	725
MA_RS23470	NC_003552.1	5542381	5543094	+	714	1461	1203	744	627	759	617
MA_RS23475	NC_003552.1	5543178	5543651	-	474	5652	4042	2151	1823	2731	2513
MA_RS23480	NC_003552.1	5543788	5544258	-	471	5401	5307	4024	3458	6844	7104
MA_RS23485	NC_003552.1	5544255	5545181	-	927	25493	24295	20275	16842	24190	26387
MA_RS23490	NC_003552.1	5545287	5545766	-	480	2827	1782	968	802	1480	1171
MA_RS23495	NC_003552.1	5546145	5547416	+	1272	7209	5166	2949	3721	4044	4226
MA_RS23500	NC_003552.1	5547697	5548491	+	795	1136	1213	980	759	907	1041
MA_RS29125	NC_003552.1	5548793	5548948	+	156	30	28	18	23	54	46
MA_RS23510	NC_003552.1	5549375	5551633	-	2259	1753	1319	1285	849	1390	1383
MA_RS23515	NC_003552.1	5551963	5554692	-	2730	41483	37668	32325	18897	57518	54592
MA_RS23525	NC_003552.1	5556573	5556920	-	348	665	606	442	339	320	232
MA_RS23530	NC_003552.1	5557403	5558320	+	918	5918	4547	6346	7163	3820	4841
MA_RS23535	NC_003552.1	5558508	5559338	+	831	3059	2247	1412	1341	1366	1722
MA_RS23540	NC_003552.1	5559546	5560586	+	1041	6872	6102	6617	5704	3062	3985
MA_RS23545	NC_003552.1	5560623	5561129	-	507	1322	1048	1295	1067	1758	1853
MA_RS23550	NC_003552.1	5561189	5562088	-	900	1573	1202	953	741	1570	1545
MA_RS23555	NC_003552.1	5562428	5562712	-	285	127587	86683	204915	172672	52351	86301
MA_RS23560	NC_003552.1	5563124	5564080	+	957	16435	13100	10478	10593	7458	7138
MA_RS23565	NC_003552.1	5564326	5564652	+	327	8574	5040	3709	3238	1646	1584
MA_RS23570	NC_003552.1	5564730	5566163	-	1434	11320	9151	10347	8245	5805	8559
MA_RS23575	NC_003552.1	5566780	5567943	+	1164	1591	1500	1838	1669	1124	1005
MA_RS23580	NC_003552.1	5568124	5568780	-	657	150	127	121	116	221	186
MA_RS23585	NC_003552.1	5569184	5569465	+	282	5309	3528	3717	2480	1378	2129
MA_RS23590	NC_003552.1	5569478	5570905	+	1428	18384	15513	12556	10839	10115	12789
MA_RS23595	NC_003552.1	5570906	5572393	+	1488	16044	13209	10462	10965	11570	13817
MA_RS23600	NC_003552.1	5572481	5573281	-	801	7076	6074	6622	5146	4906	5555
MA_RS23605	NC_003552.1	5573662	5574213	+	552	2776	2724	2754	2501	5051	4293
MA_RS29595	NC_003552.1	5574599	5574733	-	135	1460	1380	1299	666	1593	2433
MA_RS23615	NC_003552.1	5575241	5576014	-	774	421	403	290	219	402	344
MA_RS23625	NC_003552.1	5578136	5579431	-	1296	785	737	940	743	636	751
MA_RS23630	NC_003552.1	5579604	5580386	-	783	857	739	960	561	325	434
MA_RS23635	NC_003552.1	5580377	5581396	-	1020	918	888	834	680	618	790
MA_RS23640	NC_003552.1	5581389	5583155	-	1767	2842	2833	2142	1185	1550	2129
MA_RS23645	NC_003552.1	5583299	5583805	-	507	851	980	819	529	508	660
MA_RS23650	NC_003552.1	5583808	5584920	-	1113	3281	3168	3110	1595	2056	2575
MA_RS23655	NC_003552.1	5585398	5586486	-	1089	1321	1165	1098	893	656	776
