locus_tag,old_locus_tag,old_locus_tag_all,gene_name,gene_biotype,seqid,start,end,strand
MA_RS21540,MA4129,"MA4129,MA_4129",MA_RS21540,protein_coding,NC_003552.1,5046162,5046599,+
MA_RS29575,,,MA_RS29575,protein_coding,NC_003552.1,5046612,5046743,+
MA_RS21545,,,MA_RS21545,protein_coding,NC_003552.1,5046757,5047002,+
MA_RS21550,MA4131,"MA4131,MA_4131",MA_RS21550,protein_coding,NC_003552.1,5047389,5048819,+
MA_RS21555,MA4132,"MA4132,MA_4132",istA,protein_coding,NC_003552.1,5049499,5050743,+
MA_RS21560,MA4133,"MA4133,MA_4133",istB,protein_coding,NC_003552.1,5050740,5051513,+
MA_RS21570,MA4134,"MA4134,MA_4134",MA_RS21570,protein_coding,NC_003552.1,5051833,5052066,+
MA_RS21575,MA4135,"MA4135,MA_4135",MA_RS21575,protein_coding,NC_003552.1,5053011,5054297,+
MA_RS29040,MA_4136,MA_4136,MA_RS29040,protein_coding,NC_003552.1,5054324,5054731,-
MA_RS21580,MA4137,"MA4137,MA_4137",MA_RS21580,protein_coding,NC_003552.1,5054882,5056855,-
MA_RS21585,MA4138,"MA4138,MA_4138",MA_RS21585,protein_coding,NC_003552.1,5057025,5057351,-
MA_RS21590,MA4139,"MA4139,MA_4139",MA_RS21590,protein_coding,NC_003552.1,5057437,5058006,-
MA_RS21595,MA4140,"MA4140,MA_4140",MA_RS21595,protein_coding,NC_003552.1,5058003,5058491,-
MA_RS27660,MA_4141,MA_4141,MA_RS27660,protein_coding,NC_003552.1,5058488,5058892,-
MA_RS21605,MA4142,"MA4142,MA_4142",MA_RS21605,protein_coding,NC_003552.1,5059128,5059394,-
MA_RS21610,MA4143,"MA4143,MA_4143",MA_RS21610,protein_coding,NC_003552.1,5059391,5059966,-
MA_RS21620,MA4144,"MA4144,MA_4144",MA_RS21620,protein_coding,NC_003552.1,5060557,5061516,+
MA_RS21625,MA4145,"MA4145,MA_4145",MA_RS21625,protein_coding,NC_003552.1,5061543,5061995,+
MA_RS21630,MA4147,"MA4147,MA_4147",MA_RS21630,protein_coding,NC_003552.1,5062220,5063749,+
MA_RS21635,MA4148,"MA4148,MA_4148",MA_RS21635,protein_coding,NC_003552.1,5063968,5064426,+
MA_RS21640,MAt4732,MAt4732,MA_RS21640,tRNA,NC_003552.1,5064612,5064696,-
MA_RS21645,MAt4733,MAt4733,MA_RS21645,tRNA,NC_003552.1,5064764,5064835,-
MA_RS29860,,,MA_RS29860,protein_coding,NC_003552.1,5065945,5066049,+
MA_RS21650,MA4149,"MA4149,MA_4149",MA_RS21650,protein_coding,NC_003552.1,5066075,5066455,+
MA_RS21655,MA4150,"MA4150,MA_4150",MA_RS21655,protein_coding,NC_003552.1,5066431,5067318,+
MA_RS21660,MA4151,"MA4151,MA_4151",MA_RS21660,protein_coding,NC_003552.1,5067457,5068638,+
MA_RS21665,MA4152,"MA4152,MA_4152",ahaH,protein_coding,NC_003552.1,5069683,5070012,+
MA_RS21670,MA4153,"MA4153,MA_4153",MA_RS21670,protein_coding,NC_003552.1,5070005,5071951,+
MA_RS21675,MA4154,"MA4154,MA_4154",MA_RS21675,protein_coding,NC_003552.1,5071956,5072204,+
MA_RS21680,MA4155,"MA4155,MA_4155",MA_RS21680,protein_coding,NC_003552.1,5072405,5072956,+
MA_RS21685,MA4156,"MA4156,MA_4156",MA_RS21685,protein_coding,NC_003552.1,5072963,5074045,+
MA_RS21690,MA4157,"MA4157,MA_4157",MA_RS21690,protein_coding,NC_003552.1,5074045,5074350,+
MA_RS21695,MA4158,"MA4158,MA_4158",MA_RS21695,protein_coding,NC_003552.1,5074341,5076077,+
MA_RS21700,MA4159,"MA4159,MA_4159",MA_RS21700,protein_coding,NC_003552.1,5076080,5077462,+
MA_RS21705,MA4160,"MA4160,MA_4160",MA_RS21705,protein_coding,NC_003552.1,5077468,5078097,+
MA_RS21710,MA4161,"MA4161,MA_4161",hypF,protein_coding,NC_003552.1,5078583,5080907,+
MA_RS21715,MA4162,"MA4162,MA_4162",MA_RS21715,protein_coding,NC_003552.1,5081050,5081514,+
MA_RS21720,MA4163,"MA4163,MA_4163",MA_RS21720,protein_coding,NC_003552.1,5081539,5083230,-
MA_RS21735,MA4164,"MA4164,MA_4164",MA_RS21735,protein_coding,NC_003552.1,5084184,5084978,+
MA_RS21740,MA4165,"MA4165,MA_4165",MA_RS21740,protein_coding,NC_003552.1,5085048,5086082,+
MA_RS21745,MA4166,"MA4166,MA_4166",MA_RS21745,protein_coding,NC_003552.1,5086340,5087707,+
MA_RS29580,,,MA_RS29580,protein_coding,NC_003552.1,5088261,5088383,-
MA_RS21750,MA4167,"MA4167,MA_4167",MA_RS21750,protein_coding,NC_003552.1,5088682,5089536,+
MA_RS21755,MA4168,"MA4168,MA_4168",MA_RS21755,protein_coding,NC_003552.1,5090220,5090411,+
MA_RS21760,MA4169,"MA4169,MA_4169",MA_RS21760,protein_coding,NC_003552.1,5091455,5091862,+
MA_RS21765,MA4170,"MA4170,MA_4170",MA_RS21765,protein_coding,NC_003552.1,5092840,5093718,-
MA_RS21770,MA4171,"MA4171,MA_4171",MA_RS21770,protein_coding,NC_003552.1,5093970,5094392,-
MA_RS21775,MA4172,"MA4172,MA_4172",MA_RS21775,protein_coding,NC_003552.1,5094804,5095697,-
MA_RS21780,MA4173,"MA4173,MA_4173",MA_RS21780,protein_coding,NC_003552.1,5096138,5096503,+
MA_RS21785,MA4174,"MA4174,MA_4174",MA_RS21785,protein_coding,NC_003552.1,5097380,5098420,+
MA_RS21790,MA4175,"MA4175,MA_4175",MA_RS21790,protein_coding,NC_003552.1,5098421,5100175,+
MA_RS21795,MA4176,"MA4176,MA_4176",MA_RS21795,protein_coding,NC_003552.1,5100180,5101046,+
MA_RS21800,MA4177,"MA4177,MA_4177",MA_RS21800,protein_coding,NC_003552.1,5101057,5101446,+
MA_RS21805,MA4178,"MA4178,MA_4178",MA_RS21805,protein_coding,NC_003552.1,5101449,5102750,+
MA_RS27665,MA_4179,MA_4179,MA_RS27665,protein_coding,NC_003552.1,5103005,5103181,+
MA_RS21810,MA4180,"MA4180,MA_4180",MA_RS21810,protein_coding,NC_003552.1,5103325,5103987,-
MA_RS21815,MA4181,"MA4181,MA_4181",MA_RS21815,protein_coding,NC_003552.1,5103950,5104774,-
MA_RS29865,MA_4182,MA_4182,MA_RS29865,protein_coding,NC_003552.1,5105102,5105572,-
MA_RS26290,,,MA_RS26290,protein_coding,NC_003552.1,5105536,5105790,-
MA_RS21825,MA4183,"MA4183,MA_4183",ltrA,protein_coding,NC_003552.1,5105843,5107090,-
MA_RS27670,,,MA_RS27670,protein_coding,NC_003552.1,5107126,5107311,-
MA_RS21830,MA4184,"MA4184,MA_4184",MA_RS21830,protein_coding,NC_003552.1,5107594,5108508,-
MA_RS21835,MA4185,"MA4185,MA_4185",MA_RS21835,protein_coding,NC_003552.1,5108939,5109790,-
MA_RS29045,,,MA_RS29045,protein_coding,NC_003552.1,5110845,5111315,-
MA_RS29050,,,MA_RS29050,protein_coding,NC_003552.1,5111370,5111732,-
MA_RS21850,MA4188,"MA4188,MA_4188",MA_RS21850,protein_coding,NC_003552.1,5112881,5113606,-
MA_RS21860,MAt4734,MAt4734,MA_RS21860,tRNA,NC_003552.1,5114025,5114096,-
MA_RS21865,MA4189,"MA4189,MA_4189",MA_RS21865,protein_coding,NC_003552.1,5114285,5114839,-
MA_RS21870,MA4190,"MA4190,MA_4190",MA_RS21870,protein_coding,NC_003552.1,5114867,5115181,-
MA_RS21880,MA4191,"MA4191,MA_4191",MA_RS21880,protein_coding,NC_003552.1,5115974,5116348,+
MA_RS21885,,,MA_RS21885,protein_coding,NC_003552.1,5116986,5117288,+
MA_RS21890,MA4193,"MA4193,MA_4193",MA_RS21890,protein_coding,NC_003552.1,5117417,5118415,-
MA_RS21895,MA4194,"MA4194,MA_4194",MA_RS21895,protein_coding,NC_003552.1,5118713,5118889,+
MA_RS21900,MA4195,"MA4195,MA_4195",nifB,protein_coding,NC_003552.1,5118988,5119959,-
MA_RS21905,MA4196,"MA4196,MA_4196",queD,protein_coding,NC_003552.1,5120172,5120525,-
MA_RS21910,MA4197,"MA4197,MA_4197",MA_RS21910,protein_coding,NC_003552.1,5120652,5121419,-
MA_RS21915,MA4198,"MA4198,MA_4198",MA_RS21915,protein_coding,NC_003552.1,5121420,5121980,-
MA_RS21920,MA4199,"MA4199,MA_4199",queC,protein_coding,NC_003552.1,5122105,5122800,-
MA_RS21925,MA4200,"MA4200,MA_4200",MA_RS21925,protein_coding,NC_003552.1,5123013,5123513,+
MA_RS21930,MA4201,"MA4201,MA_4201",MA_RS21930,protein_coding,NC_003552.1,5123731,5124153,+
MA_RS21935,MA4202,"MA4202,MA_4202",MA_RS21935,protein_coding,NC_003552.1,5124165,5124866,-
MA_RS21940,MA4203,"MA4203,MA_4203",MA_RS21940,protein_coding,NC_003552.1,5125035,5126963,-
MA_RS21945,MA4204,"MA4204,MA_4204",MA_RS21945,protein_coding,NC_003552.1,5127315,5128016,+
MA_RS21950,MA4205,"MA4205,MA_4205",MA_RS21950,protein_coding,NC_003552.1,5128215,5129048,-
MA_RS21955,MA4206,"MA4206,MA_4206",MA_RS21955,protein_coding,NC_003552.1,5129045,5130046,-
MA_RS21960,MA4207,"MA4207,MA_4207",MA_RS21960,protein_coding,NC_003552.1,5130958,5132367,+
MA_RS21965,MA4208,"MA4208,MA_4208",MA_RS21965,protein_coding,NC_003552.1,5132369,5132716,+
MA_RS21970,MA4209,"MA4209,MA_4209",MA_RS21970,protein_coding,NC_003552.1,5132804,5133235,+
MA_RS21975,MA4210,"MA4210,MA_4210",MA_RS21975,protein_coding,NC_003552.1,5133965,5134531,-
MA_RS21990,,,MA_RS21990,protein_coding,NC_003552.1,5136553,5136852,+
MA_RS21995,,,MA_RS21995,protein_coding,NC_003552.1,5136933,5137241,+
MA_RS22000,MA4213,"MA4213,MA_4213",MA_RS22000,protein_coding,NC_003552.1,5137379,5137603,+
MA_RS22005,MA4214,"MA4214,MA_4214",MA_RS22005,protein_coding,NC_003552.1,5137862,5138344,-
MA_RS22015,MA4216,"MA4216,MA_4216",glnA,protein_coding,NC_003552.1,5138708,5140051,+
MA_RS22025,MA4217,"MA4217,MA_4217",MA_RS22025,protein_coding,NC_003552.1,5140863,5141915,+
MA_RS22030,MA4218,"MA4218,MA_4218",MA_RS22030,protein_coding,NC_003552.1,5141912,5143423,+
MA_RS22035,MA4219,"MA4219,MA_4219",MA_RS22035,protein_coding,NC_003552.1,5143426,5144169,+
MA_RS22040,MA4220,"MA4220,MA_4220",MA_RS22040,protein_coding,NC_003552.1,5144176,5145213,+
MA_RS22045,MA4221,"MA4221,MA_4221",MA_RS22045,protein_coding,NC_003552.1,5145289,5145774,-
MA_RS22050,MA4222,"MA4222,MA_4222",MA_RS22050,protein_coding,NC_003552.1,5145829,5146947,-
MA_RS22055,MA4223,"MA4223,MA_4223",MA_RS22055,protein_coding,NC_003552.1,5147328,5147864,+
MA_RS26090,,,MA_RS26090,protein_coding,NC_003552.1,5148264,5148946,-
MA_RS22070,MA_4226,MA_4226,MA_RS22070,protein_coding,NC_003552.1,5149194,5149964,+
MA_RS22075,MA4227,"MA4227,MA_4227",MA_RS22075,protein_coding,NC_003552.1,5150148,5151632,-
MA_RS22080,MA4228,"MA4228,MA_4228",MA_RS22080,protein_coding,NC_003552.1,5151565,5152506,-
MA_RS27685,,,MA_RS27685,protein_coding,NC_003552.1,5153184,5153327,-
MA_RS22090,MA4229,"MA4229,MA_4229",MA_RS22090,protein_coding,NC_003552.1,5153360,5153773,-
MA_RS22095,MA4230,"MA4230,MA_4230",MA_RS22095,protein_coding,NC_003552.1,5153922,5154824,-
MA_RS26095,,,MA_RS26095,protein_coding,NC_003552.1,5155391,5155549,+
MA_RS22100,MA4232,"MA4232,MA_4232",MA_RS22100,protein_coding,NC_003552.1,5155626,5156819,-
MA_RS22105,MA4233,"MA4233,MA_4233",MA_RS22105,protein_coding,NC_003552.1,5157331,5157870,+
MA_RS22110,MA4234,"MA4234,MA_4234",MA_RS22110,protein_coding,NC_003552.1,5158022,5159614,-
MA_RS22115,MA4235,"MA4235,MA_4235",npdG,protein_coding,NC_003552.1,5160168,5160875,+
MA_RS22120,MA4236,"MA4236,MA_4236",hdrC,protein_coding,NC_003552.1,5161627,5162112,+
MA_RS22125,MA4237,"MA4237,MA_4237",hdrB,protein_coding,NC_003552.1,5162128,5163030,+
MA_RS22130,MA4238,"MA4238,MA_4238",MA_RS22130,protein_coding,NC_003552.1,5163181,5163642,-
MA_RS22135,MA4239,"MA4239,MA_4239",MA_RS22135,protein_coding,NC_003552.1,5163707,5164240,-
MA_RS22140,MA4240,"MA4240,MA_4240",MA_RS22140,protein_coding,NC_003552.1,5164806,5165504,-
MA_RS22145,MA4241,"MA4241,MA_4241",MA_RS22145,protein_coding,NC_003552.1,5165662,5166594,-
MA_RS22150,MA4242,"MA4242,MA_4242",MA_RS22150,protein_coding,NC_003552.1,5166591,5167445,-
MA_RS22155,MA4243,"MA4243,MA_4243",MA_RS22155,protein_coding,NC_003552.1,5167491,5167865,-
MA_RS22160,MA4244,"MA4244,MA_4244",MA_RS22160,protein_coding,NC_003552.1,5167961,5168332,-
MA_RS22165,MA4245,"MA4245,MA_4245",MA_RS22165,protein_coding,NC_003552.1,5168548,5168886,+
MA_RS22170,MA4246,"MA4246,MA_4246",MA_RS22170,protein_coding,NC_003552.1,5168938,5169780,+
MA_RS22175,MA4247,"MA4247,MA_4247",MA_RS22175,protein_coding,NC_003552.1,5170319,5171890,+
MA_RS22180,MA4248,"MA4248,MA_4248",MA_RS22180,protein_coding,NC_003552.1,5172034,5172792,+
MA_RS22185,MA4249,"MA4249,MA_4249",MA_RS22185,protein_coding,NC_003552.1,5172925,5173704,-
MA_RS22190,MA4250,"MA4250,MA_4250",nikB,protein_coding,NC_003552.1,5174024,5174971,+
MA_RS22195,MA4251,"MA4251,MA_4251",MA_RS22195,protein_coding,NC_003552.1,5174955,5175785,+
MA_RS22200,MA4252,"MA4252,MA_4252",MA_RS22200,protein_coding,NC_003552.1,5175782,5176765,+
MA_RS22205,MA4253,"MA4253,MA_4253",MA_RS22205,protein_coding,NC_003552.1,5176758,5177699,+
MA_RS22210,MA4254,"MA4254,MA_4254",MA_RS22210,protein_coding,NC_003552.1,5177955,5178440,+
MA_RS22215,MA4255,"MA4255,MA_4255",MA_RS22215,protein_coding,NC_003552.1,5178588,5179238,+
MA_RS22220,MA4256,"MA4256,MA_4256",MA_RS22220,protein_coding,NC_003552.1,5179342,5179770,-
MA_RS22225,MA4257,"MA4257,MA_4257",MA_RS22225,protein_coding,NC_003552.1,5179835,5180281,-
MA_RS22230,MA4258,"MA4258,MA_4258",MA_RS22230,protein_coding,NC_003552.1,5180615,5181337,-
MA_RS22235,MA4259,"MA4259,MA_4259",cobJ,protein_coding,NC_003552.1,5181327,5182127,-
MA_RS22240,,,MA_RS22240,protein_coding,NC_003552.1,5182096,5182452,-
MA_RS22245,,,MA_RS22245,protein_coding,NC_003552.1,5182525,5183037,-
MA_RS22250,MA4261,"MA4261,MA_4261",MA_RS22250,protein_coding,NC_003552.1,5183061,5183789,-
MA_RS22255,MA4262,"MA4262,MA_4262",MA_RS22255,protein_coding,NC_003552.1,5183807,5184415,-
MA_RS22260,MA4263,"MA4263,MA_4263",cbiT,protein_coding,NC_003552.1,5184506,5185060,-
MA_RS22265,MA4264,"MA4264,MA_4264",MA_RS22265,protein_coding,NC_003552.1,5185846,5187177,+
MA_RS22270,MA4265,"MA4265,MA_4265",MA_RS22270,protein_coding,NC_003552.1,5187268,5188296,-
MA_RS22275,MA4266,"MA4266,MA_4266",MA_RS22275,protein_coding,NC_003552.1,5188650,5189492,+
MA_RS22280,MA4267,"MA4267,MA_4267",MA_RS22280,protein_coding,NC_003552.1,5189799,5190284,-
MA_RS22285,MA4268,"MA4268,MA_4268",MA_RS22285,protein_coding,NC_003552.1,5190315,5191640,+
MA_RS22290,MA4269,"MA4269,MA_4269",MA_RS22290,protein_coding,NC_003552.1,5191775,5192365,+
MA_RS22295,MA4270,"MA4270,MA_4270",MA_RS22295,protein_coding,NC_003552.1,5192362,5192592,+
MA_RS22300,MA4271,"MA4271,MA_4271",ftsZ,protein_coding,NC_003552.1,5192880,5194004,+
MA_RS22305,MA4272,"MA4272,MA_4272",MA_RS22305,protein_coding,NC_003552.1,5194431,5194646,+
MA_RS22310,MA4273,"MA4273,MA_4273",MA_RS22310,protein_coding,NC_003552.1,5194643,5195101,+
MA_RS22315,MA4274,"MA4274,MA_4274",MA_RS22315,protein_coding,NC_003552.1,5195216,5195701,+
MA_RS22320,MA4275,"MA4275,MA_4275",MA_RS22320,protein_coding,NC_003552.1,5195933,5196574,+
MA_RS22325,MA4276,"MA4276,MA_4276",MA_RS22325,protein_coding,NC_003552.1,5196575,5197618,+
MA_RS22330,MA4277,"MA4277,MA_4277",rpl12p,protein_coding,NC_003552.1,5197662,5197976,+
MA_RS22335,MA4278,"MA4278,MA_4278",MA_RS22335,protein_coding,NC_003552.1,5198467,5199267,-
MA_RS29870,,,MA_RS29870,protein_coding,NC_003552.1,5200311,5200466,+
MA_RS22340,MA4279,"MA4279,MA_4279",MA_RS22340,protein_coding,NC_003552.1,5200517,5201509,+
MA_RS26105,MA_4280,MA_4280,MA_RS26105,protein_coding,NC_003552.1,5201813,5202082,-
MA_RS22345,MA4281,"MA4281,MA_4281",MA_RS22345,protein_coding,NC_003552.1,5202101,5202388,-
MA_RS28110,,,MA_RS28110,protein_coding,NC_003552.1,5202388,5202543,-
MA_RS22350,MA4282,MA4282,MA_RS22350,protein_coding,NC_003552.1,5203040,5203213,-
MA_RS27695,,,MA_RS27695,protein_coding,NC_003552.1,5203506,5203649,-
MA_RS29585,MA_4283,MA_4283,MA_RS29585,protein_coding,NC_003552.1,5203679,5204062,-
MA_RS22360,,,MA_RS22360,protein_coding,NC_003552.1,5204663,5204854,+
MA_RS27700,,,MA_RS27700,protein_coding,NC_003552.1,5205054,5205176,-
MA_RS22365,MA4284,"MA4284,MA_4284",MA_RS22365,protein_coding,NC_003552.1,5208153,5212328,+
MA_RS22370,MA4285,"MA4285,MA_4285",MA_RS22370,protein_coding,NC_003552.1,5213634,5218865,+
MA_RS29590,MA_4287,MA_4287,MA_RS29590,protein_coding,NC_003552.1,5219872,5226369,+
MA_RS22385,MA4289,"MA4289,MA_4289",MA_RS22385,protein_coding,NC_003552.1,5227553,5232757,+
MA_RS22390,MA4290,"MA4290,MA_4290",MA_RS22390,protein_coding,NC_003552.1,5233948,5235249,+
MA_RS22395,MA4291,"MA4291,MA_4291",MA_RS22395,protein_coding,NC_003552.1,5235309,5241005,+
MA_RS27730,,,MA_RS27730,protein_coding,NC_003552.1,5242069,5242233,-
MA_RS22400,MA4292,"MA4292,MA_4292",MA_RS22400,protein_coding,NC_003552.1,5242439,5248462,+
MA_RS22415,MA4293,"MA4293,MA_4293",MA_RS22415,protein_coding,NC_003552.1,5249161,5250288,-
MA_RS22420,MA4294,"MA4294,MA_4294",MA_RS22420,protein_coding,NC_003552.1,5250432,5251925,-
MA_RS22425,MA4295,"MA4295,MA_4295",MA_RS22425,protein_coding,NC_003552.1,5252544,5258900,-
MA_RS26120,MA_4297,MA_4297,MA_RS26120,protein_coding,NC_003552.1,5262623,5268076,+
MA_RS22440,MA4298,"MA4298,MA_4298",MA_RS22440,protein_coding,NC_003552.1,5268189,5269091,+
MA_RS22445,MA4299,"MA4299,MA_4299",MA_RS22445,protein_coding,NC_003552.1,5269127,5272654,+
MA_RS22455,MA4301,"MA4301,MA_4301",MA_RS22455,protein_coding,NC_003552.1,5273285,5277154,+
MA_RS22465,MA4302,"MA4302,MA_4302",MA_RS22465,protein_coding,NC_003552.1,5277805,5279088,-
MA_RS22470,MA4304,"MA4304,MA_4304",MA_RS22470,protein_coding,NC_003552.1,5279626,5280378,+
MA_RS22480,MA4305,"MA4305,MA_4305",MA_RS22480,protein_coding,NC_003552.1,5282175,5288021,+
MA_RS22485,MA4306,"MA4306,MA_4306",MA_RS22485,protein_coding,NC_003552.1,5289131,5292370,+
MA_RS22500,MA4309,"MA4309,MA_4309",MA_RS22500,protein_coding,NC_003552.1,5293762,5297550,+
MA_RS22510,MA4310,"MA4310,MA_4310",MA_RS22510,protein_coding,NC_003552.1,5298435,5300219,+
MA_RS22520,MA4312,"MA4312,MA_4312",MA_RS22520,protein_coding,NC_003552.1,5300960,5307049,+
MA_RS22530,MA4314,"MA4314,MA_4314",MA_RS22530,protein_coding,NC_003552.1,5308010,5309686,+
MA_RS24845,MA_4315,MA_4315,MA_RS24845,protein_coding,NC_003552.1,5309826,5314724,+
MA_RS22545,MA4317,"MA4317,MA_4317",MA_RS22545,protein_coding,NC_003552.1,5316590,5318104,-
MA_RS22550,MA4318,"MA4318,MA_4318",MA_RS22550,protein_coding,NC_003552.1,5318214,5319002,-
MA_RS22555,MA4319,"MA4319,MA_4319",MA_RS22555,protein_coding,NC_003552.1,5319155,5319898,-
MA_RS29075,,,MA_RS29075,protein_coding,NC_003552.1,5319977,5320156,+
MA_RS22565,MA4320,"MA4320,MA_4320",MA_RS22565,protein_coding,NC_003552.1,5320320,5321363,-
MA_RS22570,MA4321,"MA4321,MA_4321",MA_RS22570,protein_coding,NC_003552.1,5321353,5322153,-
MA_RS22575,MA4322,"MA4322,MA_4322",MA_RS22575,protein_coding,NC_003552.1,5322426,5322896,-
MA_RS26125,MA_4323,MA_4323,MA_RS26125,protein_coding,NC_003552.1,5323196,5323408,+
MA_RS22585,MA4324,"MA4324,MA_4324",MA_RS22585,protein_coding,NC_003552.1,5323950,5324468,-
MA_RS22590,MA4325,"MA4325,MA_4325",MA_RS22590,protein_coding,NC_003552.1,5325191,5326297,+
MA_RS22595,MA4326,"MA4326,MA_4326",MA_RS22595,protein_coding,NC_003552.1,5326341,5327447,+
MA_RS22600,MA4327,"MA4327,MA_4327",MA_RS22600,protein_coding,NC_003552.1,5327491,5328585,+
MA_RS22605,MA4328,"MA4328,MA_4328",MA_RS22605,protein_coding,NC_003552.1,5328637,5329812,+
MA_RS22610,MA4329,"MA4329,MA_4329",thiC,protein_coding,NC_003552.1,5330038,5331324,-
MA_RS22615,MA4330,"MA4330,MA_4330",aglJ,protein_coding,NC_003552.1,5331776,5332693,-
MA_RS22620,MA4331,"MA4331,MA_4331",MA_RS22620,protein_coding,NC_003552.1,5332823,5333374,-
MA_RS22625,MA4332,"MA4332,MA_4332",scpB,protein_coding,NC_003552.1,5333569,5334684,-
MA_RS22630,MA4333,"MA4333,MA_4333",MA_RS22630,protein_coding,NC_003552.1,5334730,5335815,-
MA_RS22635,MA4334,"MA4334,MA_4334",smc,protein_coding,NC_003552.1,5335808,5339335,-
MA_RS22640,MA4335,"MA4335,MA_4335",MA_RS22640,protein_coding,NC_003552.1,5339390,5340346,-
MA_RS22650,MA4336,"MA4336,MA_4336",MA_RS22650,protein_coding,NC_003552.1,5341151,5341330,-
MA_RS22660,MA4337,"MA4337,MA_4337",feoB,protein_coding,NC_003552.1,5342219,5344198,-
MA_RS22665,MA4338,"MA4338,MA_4338",MA_RS22665,protein_coding,NC_003552.1,5344243,5344908,-
MA_RS22670,MA4339,"MA4339,MA_4339",MA_RS22670,protein_coding,NC_003552.1,5345170,5345625,-
MA_RS22675,MAt4735,MAt4735,MA_RS22675,tRNA,NC_003552.1,5346020,5346094,-
MA_RS22685,MA4340,"MA4340,MA_4340",MA_RS22685,protein_coding,NC_003552.1,5346561,5347124,+
MA_RS22690,MA4341,"MA4341,MA_4341",MA_RS22690,protein_coding,NC_003552.1,5347197,5348021,+
MA_RS22695,MA4342,"MA4342,MA_4342",MA_RS22695,protein_coding,NC_003552.1,5347997,5348848,+
MA_RS22700,MA4343,"MA4343,MA_4343",MA_RS22700,protein_coding,NC_003552.1,5349005,5349778,+
MA_RS22705,MA4344,"MA4344,MA_4344",MA_RS22705,protein_coding,NC_003552.1,5350223,5350570,+
MA_RS22710,MA4345,"MA4345,MA_4345",MA_RS22710,protein_coding,NC_003552.1,5350567,5351934,+
MA_RS22715,MA4346,"MA4346,MA_4346",MA_RS22715,protein_coding,NC_003552.1,5352029,5352580,+
MA_RS22720,MA4347,"MA4347,MA_4347",MA_RS22720,protein_coding,NC_003552.1,5352667,5353314,-
MA_RS22730,MAt4736,MAt4736,MA_RS22730,tRNA,NC_003552.1,5354606,5354680,-
MA_RS22735,MA4349,"MA4349,MA_4349",ilvE,protein_coding,NC_003552.1,5355028,5355906,+
MA_RS22740,MA4350,"MA4350,MA_4350",MA_RS22740,protein_coding,NC_003552.1,5356225,5358165,+
MA_RS27745,,,MA_RS27745,protein_coding,NC_003552.1,5358450,5358617,+
MA_RS22745,MA4351,"MA4351,MA_4351",MA_RS22745,protein_coding,NC_003552.1,5359324,5360418,+
MA_RS22750,MA4352,"MA4352,MA_4352",MA_RS22750,protein_coding,NC_003552.1,5360712,5362823,-
MA_RS29085,,,MA_RS29085,protein_coding,NC_003552.1,5363064,5363714,-
MA_RS29090,,,MA_RS29090,protein_coding,NC_003552.1,5363711,5364037,-
MA_RS29095,,,MA_RS29095,protein_coding,NC_003552.1,5363953,5364243,-
MA_RS22760,,,MA_RS22760,protein_coding,NC_003552.1,5364476,5364667,+
MA_RS22765,MA4354,"MA4354,MA_4354",MA_RS22765,protein_coding,NC_003552.1,5364709,5366466,-
MA_RS22770,MA4355,"MA4355,MA_4355",MA_RS22770,protein_coding,NC_003552.1,5366948,5368060,-
MA_RS22780,MAt4737,MAt4737,MA_RS22780,tRNA,NC_003552.1,5370305,5370377,+
MA_RS29100,MA_4356,MA_4356,MA_RS29100,protein_coding,NC_003552.1,5370797,5371207,-
MA_RS22790,MA4357,"MA4357,MA_4357",MA_RS22790,protein_coding,NC_003552.1,5371270,5371992,-
MA_RS22795,MA4358,"MA4358,MA_4358",MA_RS22795,protein_coding,NC_003552.1,5371985,5372614,-
MA_RS22800,MA4359,"MA4359,MA_4359",MA_RS22800,protein_coding,NC_003552.1,5372836,5373828,-
MA_RS22805,MA4360,"MA4360,MA_4360",MA_RS22805,protein_coding,NC_003552.1,5373829,5374731,-
MA_RS22810,MA4361,"MA4361,MA_4361",MA_RS22810,protein_coding,NC_003552.1,5374734,5375951,-
MA_RS22815,MA4362,"MA4362,MA_4362",MA_RS22815,protein_coding,NC_003552.1,5376449,5378020,+
MA_RS22820,MA4363,"MA4363,MA_4363",MA_RS22820,protein_coding,NC_003552.1,5378384,5380321,+
MA_RS22825,MA4364,"MA4364,MA_4364",MA_RS22825,protein_coding,NC_003552.1,5380318,5380962,+
MA_RS22830,MA4365,"MA4365,MA_4365",MA_RS22830,protein_coding,NC_003552.1,5381639,5382892,-
MA_RS22835,MA4366,"MA4366,MA_4366",MA_RS22835,protein_coding,NC_003552.1,5382885,5383796,-
MA_RS22840,MA4367,"MA4367,MA_4367",MA_RS22840,protein_coding,NC_003552.1,5383911,5384582,+
MA_RS22845,MA4368,"MA4368,MA_4368",MA_RS22845,protein_coding,NC_003552.1,5385309,5387255,+
MA_RS22850,MA4369,"MA4369,MA_4369",MA_RS22850,protein_coding,NC_003552.1,5387252,5388193,+
MA_RS22855,MA4370,"MA4370,MA_4370",MA_RS22855,protein_coding,NC_003552.1,5388190,5388876,+
MA_RS22860,MA4371,"MA4371,MA_4371",MA_RS22860,protein_coding,NC_003552.1,5388873,5390423,+
MA_RS22865,MA4372,"MA4372,MA_4372",MA_RS22865,protein_coding,NC_003552.1,5390436,5392073,+
MA_RS22870,MA4373,"MA4373,MA_4373",MA_RS22870,protein_coding,NC_003552.1,5392120,5392632,+
